,Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Children Involved,Teens Involved,Accident,Mass Shooting,Year,Quarter,Month,Week,Weekday
2279001,2279001,14-Apr-22,Louisiana,Lafayette,250 Couret St,0.0,2.0,False,True,False,False,2022,2,4,15,3
2279105,2279105,14-Apr-22,Louisiana,Lafayette,Surrey St and 12th St,0.0,1.0,False,True,False,False,2022,2,4,15,3
2278361,2278361,14-Apr-22,Illinois,Chicago,False,0.0,1.0,False,True,False,False,2022,2,4,15,3
2279257,2279257,14-Apr-22,Texas,San Antonio,7801 W Military Dr,0.0,1.0,False,True,False,False,2022,2,4,15,3
2278447,2278447,14-Apr-22,Indiana,Goshen,2700 block of Cedar Wood Ct,0.0,1.0,False,True,False,False,2022,2,4,15,3
2278444,2278444,14-Apr-22,Texas,San Antonio,100 block of Emerald Ash,0.0,1.0,False,True,False,False,2022,2,4,15,3
2278449,2278449,14-Apr-22,Texas,San Antonio,518 Briggs Ave,0.0,1.0,False,True,False,False,2022,2,4,15,3
2278920,2278920,14-Apr-22,Florida,Pompano Beach,400 block of SW 2nd Ct,0.0,2.0,False,True,False,False,2022,2,4,15,3
2278949,2278949,14-Apr-22,Illinois,Joliet,200 block of Illinois St,0.0,1.0,False,True,False,False,2022,2,4,15,3
2279212,2279212,14-Apr-22,Texas,Fort Worth,1701 S Riverside Dr,0.0,3.0,False,True,False,False,2022,2,4,15,3
2091949,2091949,14-Aug-21,Tennessee,Memphis,400 block of E Trigg Ave,1.0,0.0,False,True,False,False,2021,3,8,32,5
2090856,2090856,14-Aug-21,South Carolina,Graniteville,100 block of Saddlebrook Trail,1.0,1.0,False,True,False,False,2021,3,8,32,5
2091495,2091495,14-Aug-21,Wisconsin,Madison,10 block of Lathrop St,1.0,0.0,False,True,False,False,2021,3,8,32,5
2091321,2091321,14-Aug-21,Alabama,Montgomery,1500 block of Gibson St,0.0,1.0,False,True,False,False,2021,3,8,32,5
2091891,2091891,14-Aug-21,North Carolina,Southern Pines,800 block of S Mechanic St,0.0,1.0,True,False,False,False,2021,3,8,32,5
2091376,2091376,14-Aug-21,Ohio,Akron,2569 Romig Rd,0.0,1.0,True,False,False,False,2021,3,8,32,5
2090594,2090594,14-Aug-21,Arkansas,Hardy,AR-175,0.0,1.0,False,True,False,False,2021,3,8,32,5
2092182,2092182,14-Aug-21,California,Quincy,False,0.0,1.0,True,False,True,False,2021,3,8,32,5
2090949,2090949,14-Aug-21,New York,Brooklyn,Lexington Ave and Marcy Ave,0.0,4.0,False,False,False,True,2021,3,8,32,5
2090924,2090924,14-Aug-21,New Jersey,Trenton,875 New Willow St,0.0,4.0,False,False,False,True,2021,3,8,32,5
2091466,2091466,14-Aug-21,Pennsylvania,Columbia,400 block of Locust St,0.0,1.0,False,False,True,False,2021,3,8,32,5
2091125,2091125,14-Aug-21,Texas,Portland,2111 Escondido St,3.0,0.0,True,False,False,False,2021,3,8,32,5
2092110,2092110,14-Aug-21,Texas,Wichita Falls,2406 Sheppard Access Rd,0.0,4.0,False,False,False,True,2021,3,8,32,5
2091576,2091576,14-Aug-21,Indiana,Evansville,2021 N Fares Ave,0.0,1.0,False,False,True,False,2021,3,8,32,5
2091287,2091287,14-Aug-21,Pennsylvania,Turtle Creek,1400 block of Maple Ave,0.0,1.0,False,True,False,False,2021,3,8,32,5
2091251,2091251,14-Aug-21,Illinois,Chicago,1400 block of E 89th St,0.0,1.0,False,True,False,False,2021,3,8,32,5
2091531,2091531,14-Aug-21,Indiana,Indianapolis,Wheeler St and E 28th St,1.0,3.0,False,True,False,True,2021,3,8,32,5
2090971,2090971,14-Aug-21,Ohio,Akron,271 Maiden Ln,0.0,5.0,False,True,False,True,2021,3,8,32,5
2091437,2091437,14-Aug-21,Illinois,Chicago,6200 block of S Rhodes Ave,1.0,2.0,False,True,False,False,2021,3,8,32,5
2273844,2273844,14-Aug-21,Ohio,Elyria,OH-113 and Murray Ridge Rd,0.0,1.0,False,True,False,False,2021,3,8,32,5
2091097,2091097,14-Aug-21,Maryland,Baltimore,1400 block of Mountmor Ct,0.0,1.0,False,False,True,False,2021,3,8,32,5
2092152,2092152,14-Aug-21,Arizona,Phoenix,S 30th St and E South Mountain Ave,0.0,1.0,False,True,False,False,2021,3,8,32,5
2091357,2091357,14-Aug-21,Ohio,Cincinnati,1800 block of Forbus St,0.0,1.0,True,False,True,False,2021,3,8,32,5
2092824,2092824,14-Aug-21,Arkansas,North Little Rock,4116 E Broadway St,0.0,1.0,False,False,True,False,2021,3,8,32,5
2090777,2090777,14-Aug-21,Indiana,Indianapolis,Lafayette Rd and W 38th St,1.0,4.0,False,True,False,True,2021,3,8,32,5
2091517,2091517,14-Aug-21,Wisconsin,Milwaukee,N 13th St and W Keefe Ave,0.0,1.0,False,True,False,False,2021,3,8,32,5
2189838,2189838,14-Dec-21,Missouri,Kansas City,Agnes Ave and E 70th St,1.0,0.0,False,True,False,False,2021,4,12,50,1
2189325,2189325,14-Dec-21,Georgia,Macon,4700 Block of High Oak Dr,0.0,1.0,False,True,False,False,2021,4,12,50,1
2189815,2189815,14-Dec-21,Indiana,Indianapolis,4202 N Franklin Rd,0.0,1.0,False,True,False,False,2021,4,12,50,1
2189919,2189919,14-Dec-21,Louisiana,Houma,3600 block of Thomas Dr,0.0,1.0,False,True,False,False,2021,4,12,50,1
2189766,2189766,14-Dec-21,Texas,Houston,3409 Cavalcade St,0.0,3.0,False,True,False,False,2021,4,12,50,1
2190298,2190298,14-Dec-21,Florida,Miami Gardens,NW 191st St and NW 10th Ave,0.0,1.0,False,True,False,False,2021,4,12,50,1
2218570,2218570,14-Dec-21,Indiana,Indianapolis (Lawrence),7965 Pendleton Pike,0.0,1.0,False,True,False,False,2021,4,12,50,1
2190684,2190684,14-Dec-21,Oklahoma,Hugo,500 block of S E St,0.0,1.0,False,True,False,False,2021,4,12,50,1
2189949,2189949,14-Dec-21,California,Torrance,3525 W Carson St,0.0,3.0,False,True,False,False,2021,4,12,50,1
2189764,2189764,14-Dec-21,Virginia,Newport News,275 Menchville Rd,1.0,0.0,False,True,False,False,2021,4,12,50,1
2189953,2189953,14-Dec-21,Texas,Manor,11916 Jamie Dr,1.0,0.0,False,True,True,False,2021,4,12,50,1
2190987,2190987,14-Dec-21,Texas,San Antonio,750 Cincinnati Ave,1.0,0.0,False,True,False,False,2021,4,12,50,1
2189877,2189877,14-Dec-21,Michigan,Jackson,1000 block of Cooper St,0.0,1.0,False,False,True,False,2021,4,12,50,1
2189759,2189759,14-Dec-21,Texas,Pharr,520 E Sherrye Ln,1.0,0.0,False,True,False,False,2021,4,12,50,1
2189891,2189891,14-Dec-21,Louisiana,New Orleans,7246 Chef Menteur Hwy,2.0,0.0,False,True,False,False,2021,4,12,50,1
1928984,1928984,14-Feb-21,Arizona,Phoenix,7611 W Thomas Rd,1.0,2.0,False,True,True,False,2021,1,2,6,6
1929156,1929156,14-Feb-21,Georgia,Macon,204 Chambers Cove Dr,1.0,0.0,True,False,True,False,2021,1,2,6,6
1928908,1928908,14-Feb-21,Pennsylvania,Harrisburg (Swatara),2900 block of Sycamore St,1.0,0.0,False,True,True,False,2021,1,2,6,6
1950259,1950259,14-Feb-21,Michigan,Lansing,3435 W St Joseph St,1.0,0.0,False,False,True,False,2021,1,2,6,6
1929268,1929268,14-Feb-21,Michigan,Detroit,8800 block of Mack Ave,0.0,1.0,False,True,False,False,2021,1,2,6,6
1929167,1929167,14-Feb-21,Georgia,Austell,900 block of Peel Castle Ln,2.0,1.0,True,False,False,False,2021,1,2,6,6
1929052,1929052,14-Feb-21,Alabama,Gaylesville,County Rd 15,0.0,1.0,False,True,False,False,2021,1,2,6,6
1928966,1928966,14-Feb-21,Minnesota,Minneapolis,700 block of W Lyndale Ave N,0.0,1.0,False,True,False,False,2021,1,2,6,6
1928990,1928990,14-Feb-21,South Carolina,North Charleston,2150 Northwoods Blvd,0.0,3.0,False,True,False,False,2021,1,2,6,6
1929150,1929150,14-Feb-21,Georgia,Americus,100 block of Cherokee St,0.0,1.0,False,True,False,False,2021,1,2,6,6
1929236,1929236,14-Feb-21,California,Pasadena,300 block of Parke St,0.0,1.0,True,False,False,False,2021,1,2,6,6
1929792,1929792,14-Feb-21,Louisiana,Folsom,False,0.0,1.0,False,True,True,False,2021,1,2,6,6
1928843,1928843,14-Feb-21,Ohio,Columbus,2200 Mock Rd,0.0,2.0,False,False,True,False,2021,1,2,6,6
2234510,2234510,14-Feb-22,Texas,Fort Worth,5720 Meadowbrook Dr,0.0,1.0,False,False,True,False,2022,1,2,7,0
2233891,2233891,14-Feb-22,Missouri,Springfield,1400 block of N Frisco Ave,0.0,1.0,False,False,True,False,2022,1,2,7,0
2234260,2234260,14-Feb-22,Florida,Hollywood (Miramar),15600 block of Silver Shores Blvd,1.0,0.0,False,True,False,False,2022,1,2,7,0
2234302,2234302,14-Feb-22,California,Bakersfield,Pensinger Rd and Buena Vista Rd,0.0,1.0,False,True,False,False,2022,1,2,7,0
2232990,2232990,14-Feb-22,Ohio,Cleveland,1800 block of Buhrer Ave,1.0,1.0,False,True,False,False,2022,1,2,7,0
2234634,2234634,14-Feb-22,California,San Francisco,False,0.0,1.0,False,True,False,False,2022,1,2,7,0
2235407,2235407,14-Feb-22,Indiana,Gary,1100 block of Clark St,0.0,1.0,False,True,False,False,2022,1,2,7,0
2233563,2233563,14-Feb-22,Wisconsin,Milwaukee,N 31st St and W Wells St,0.0,1.0,False,True,False,False,2022,1,2,7,0
2234385,2234385,14-Feb-22,Maryland,Baltimore,3800 block of S Hanover St,1.0,1.0,False,True,False,False,2022,1,2,7,0
2238501,2238501,14-Feb-22,Louisiana,New Orleans,Abundance St and Morrice Duncan Dr,0.0,1.0,False,True,False,False,2022,1,2,7,0
2233897,2233897,14-Feb-22,Tennessee,Memphis,S Danny Thomas Blvd and Ratliff Ln,1.0,0.0,False,True,False,False,2022,1,2,7,0
2234073,2234073,14-Feb-22,North Carolina,Durham,3700 Fayetteville St,0.0,2.0,False,True,False,False,2022,1,2,7,0
2234451,2234451,14-Feb-22,Alabama,Bessemer,300 block of 30th St S,1.0,0.0,False,True,True,False,2022,1,2,7,0
2234293,2234293,14-Feb-22,Texas,Houston,2900 Woodridge Dr,1.0,0.0,True,False,True,False,2022,1,2,7,0
1903170,1903170,14-Jan-21,Mississippi,Columbia,Franklin Dr,0.0,1.0,True,False,True,False,2021,1,1,2,3
1902276,1902276,14-Jan-21,Pennsylvania,Braddock (Rankin),14 Hawkins Village,0.0,2.0,False,True,False,False,2021,1,1,2,3
1901641,1901641,14-Jan-21,Illinois,Chicago,1000 block of N Springfield Ave,0.0,2.0,False,True,False,False,2021,1,1,2,3
1901829,1901829,14-Jan-21,District of Columbia,Washington,900 block of 3rd St SW,0.0,1.0,False,True,False,False,2021,1,1,2,3
1902390,1902390,14-Jan-21,Illinois,Chicago,False,0.0,1.0,False,True,False,False,2021,1,1,2,3
1956313,1956313,14-Jan-21,North Dakota,Fort Totten,False,1.0,0.0,False,True,False,False,2021,1,1,2,3
1902911,1902911,14-Jan-21,Texas,Garland,1800 block of W Kingsley Rd,1.0,2.0,False,True,False,False,2021,1,1,2,3
1902994,1902994,14-Jan-21,Kentucky,Hopkinsville,600 block of Foxfield Rd,0.0,1.0,False,True,False,False,2021,1,1,2,3
1902410,1902410,14-Jan-21,Nebraska,Stevens Creek,N 176th St and Havelock Ave,0.0,1.0,False,False,True,False,2021,1,1,2,3
2212250,2212250,14-Jan-22,Virginia,Charlottesville,900 block of 1st St S,0.0,1.0,True,False,False,False,2022,1,1,2,4
2211727,2211727,14-Jan-22,Alabama,Birmingham,500 block of Roanoke St,0.0,1.0,True,False,True,False,2022,1,1,2,4
2211482,2211482,14-Jan-22,Michigan,Detroit,595 Chene St,0.0,1.0,True,False,True,False,2022,1,1,2,4
2212316,2212316,14-Jan-22,Kentucky,Olive Hill,KY-955,0.0,2.0,True,False,False,False,2022,1,1,2,4
2211746,2211746,14-Jan-22,Oregon,Eugene,219 W 8th Ave,0.0,6.0,False,False,False,True,2022,1,1,2,4
2212468,2212468,14-Jan-22,Pennsylvania,Philadelphia,W Susquehanna Ave and N Uber St,0.0,1.0,False,True,False,False,2022,1,1,2,4
2212633,2212633,14-Jan-22,Missouri,Saint Louis,Union Blvd and Highland Ave,0.0,1.0,False,True,False,False,2022,1,1,2,4
2211615,2211615,14-Jan-22,Pennsylvania,Philadelphia,6600 block of Ross St,1.0,0.0,False,True,False,False,2022,1,1,2,4
2212123,2212123,14-Jan-22,Georgia,Macon,W Napier Ave and Mumford Rd,0.0,1.0,True,False,False,False,2022,1,1,2,4
2211576,2211576,14-Jan-22,Texas,Houston,Sunbeam St and Jutland Rd,0.0,1.0,False,True,False,False,2022,1,1,2,4
2211602,2211602,14-Jan-22,North Carolina,Raeford,100 block of Nevada St,1.0,0.0,False,True,False,False,2022,1,1,2,4
2224498,2224498,14-Jan-22,Pennsylvania,Philadelphia,3500 block of Fairmont Ave,0.0,2.0,False,True,False,False,2022,1,1,2,4
2211929,2211929,14-Jan-22,Texas,Houston,1300 block of Witte Rd,0.0,1.0,False,True,False,False,2022,1,1,2,4
2063862,2063862,14-Jul-21,New Mexico,Portales,W Lime St and N Ave K,0.0,1.0,False,True,False,False,2021,3,7,28,2
2062902,2062902,14-Jul-21,Ohio,Cincinnati,Bahama Terr,0.0,1.0,False,True,False,False,2021,3,7,28,2
2062719,2062719,14-Jul-21,Pennsylvania,Philadelphia,4900 block of Olive St,0.0,2.0,False,True,False,False,2021,3,7,28,2
2062601,2062601,14-Jul-21,Texas,Houston,4900 block of S Cancun Dr,2.0,1.0,False,True,False,False,2021,3,7,28,2
2063000,2063000,14-Jul-21,Pennsylvania,Philadelphia,15th St and Courtland St,0.0,2.0,False,True,False,False,2021,3,7,28,2
2062839,2062839,14-Jul-21,Illinois,Chicago,9220 S Yates Blvd,0.0,2.0,False,True,False,False,2021,3,7,28,2
2063054,2063054,14-Jul-21,New Jersey,Paterson,False,0.0,1.0,False,True,False,False,2021,3,7,28,2
2063028,2063028,14-Jul-21,California,Vallejo,200 block of Maine St,1.0,0.0,False,True,False,False,2021,3,7,28,2
2063394,2063394,14-Jul-21,Delaware,Claymont,50 block of Balfour Ave,2.0,2.0,False,True,False,True,2021,3,7,28,2
2062568,2062568,14-Jul-21,Tennessee,Memphis,3100 block of Sharpe Ave,0.0,1.0,True,False,False,False,2021,3,7,28,2
2063107,2063107,14-Jul-21,South Carolina,Rock Hill,Laurel St,0.0,1.0,False,True,False,False,2021,3,7,28,2
2063203,2063203,14-Jul-21,Kansas,Wichita,2300 block of E MacArthur Rd,0.0,2.0,True,False,True,False,2021,3,7,28,2
2116794,2116794,14-Jul-21,Minnesota,Rochester,False,0.0,0.0,False,False,True,False,2021,3,7,28,2
2062365,2062365,14-Jul-21,Louisiana,La Place (Laplace),500 block of Fife Ln,0.0,1.0,False,True,True,False,2021,3,7,28,2
2062097,2062097,14-Jul-21,Illinois,Chicago,4600 block of W Monroe St,0.0,5.0,False,False,False,True,2021,3,7,28,2
2062359,2062359,14-Jul-21,Illinois,Chicago,1533 W 79th St,0.0,5.0,False,False,False,True,2021,3,7,28,2
2034187,2034187,14-Jun-21,Missouri,Saint Louis,O'Fallon St and Lewis St,1.0,1.0,False,True,False,False,2021,2,6,24,0
2034755,2034755,14-Jun-21,District of Columbia,Washington,4400 block of Benning Rd NE,0.0,1.0,False,True,False,False,2021,2,6,24,0
2034758,2034758,14-Jun-21,Maryland,Oxon Hill,5600 block of Saint Barnabas Rd,0.0,1.0,False,True,False,False,2021,2,6,24,0
2034470,2034470,14-Jun-21,Florida,Boynton Beach,I-95,1.0,3.0,False,False,False,True,2021,2,6,24,0
2035291,2035291,14-Jun-21,Washington,Yakima,N 16th Ave and Fruitvale Blvd,0.0,1.0,False,True,False,False,2021,2,6,24,0
2034977,2034977,14-Jun-21,Indiana,South Bend,N Cleveland Ave and Vassar Ave,0.0,1.0,False,True,False,False,2021,2,6,24,0
2034224,2034224,14-Jun-21,Connecticut,Hartford,24 Bliss St,0.0,2.0,False,False,True,False,2021,2,6,24,0
2035438,2035438,14-Jun-21,Texas,Houston,3502 Mangum Rd,0.0,2.0,False,False,True,False,2021,2,6,24,0
2034408,2034408,14-Jun-21,Michigan,Lansing,300 block of N Cedar St,2.0,2.0,False,True,False,True,2021,2,6,24,0
2035701,2035701,14-Jun-21,Ohio,Toledo,200 block of Earlwood Ave,0.0,1.0,True,False,False,False,2021,2,6,24,0
2035733,2035733,14-Jun-21,Georgia,Columbus,3400 8th Ave,2.0,2.0,False,True,False,True,2021,2,6,24,0
2037011,2037011,14-Jun-21,Ohio,Cleveland,St Clair Ave and E 112th St,0.0,1.0,False,True,True,False,2021,2,6,24,0
2035158,2035158,14-Jun-21,Louisiana,Shreveport,70th St and Janie St,0.0,2.0,False,False,True,False,2021,2,6,24,0
2037402,2037402,14-Jun-21,Indiana,Fort Wayne,Melita St and Hoagland Ave,1.0,0.0,False,True,False,False,2021,2,6,24,0
2035590,2035590,14-Jun-21,District of Columbia,Washington,2500 block of Elvans Rd SE,0.0,2.0,False,True,False,False,2021,2,6,24,0
2035989,2035989,14-Jun-21,Pennsylvania,Pittsburgh,1100 block of Creedmoor Ave,1.0,0.0,False,True,False,False,2021,2,6,24,0
2036173,2036173,14-Jun-21,Oklahoma,Tulsa,N Garnett Rd and E Admiral Pl,1.0,0.0,False,False,True,False,2021,2,6,24,0
2034653,2034653,14-Jun-21,North Carolina,Charlotte,400 block of Fairwood Ave,0.0,2.0,False,True,False,False,2021,2,6,24,0
2036176,2036176,14-Jun-21,Ohio,Elyria,115 Ridge Cir,0.0,1.0,False,True,False,False,2021,2,6,24,0
2035569,2035569,14-Jun-21,California,Oakland,370 West MacArthur Blvd,0.0,1.0,False,True,False,False,2021,2,6,24,0
2332025,2332025,14-Jun-22,South Carolina,Port Royal,Grober Hill Rd,0.0,1.0,True,False,True,False,2022,2,6,24,1
2331109,2331109,14-Jun-22,Texas,Austin,3400 block of Palm Way,0.0,1.0,False,True,False,False,2022,2,6,24,1
2331520,2331520,14-Jun-22,Oklahoma,Tulsa,2171 N Hartford Ave,0.0,2.0,False,True,False,False,2022,2,6,24,1
2331102,2331102,14-Jun-22,Michigan,Grand Rapids,1100 block of Prince St SE,0.0,2.0,False,True,False,False,2022,2,6,24,1
2333178,2333178,14-Jun-22,Texas,Ennis,300 block of W Waco St,0.0,1.0,False,True,False,False,2022,2,6,24,1
2330024,2330024,14-Jun-22,Florida,Casselberry,2333 Coawood Ct,4.0,0.0,False,True,False,False,2022,2,6,24,1
2331265,2331265,14-Jun-22,Ohio,Toledo,4000 block of Burnham Ave,1.0,0.0,False,True,False,False,2022,2,6,24,1
2331018,2331018,14-Jun-22,Georgia,Metter,N Leroy St,1.0,1.0,False,True,False,False,2022,2,6,24,1
2331152,2331152,14-Jun-22,Ohio,Cleveland,Dublin Ave and E 176th St,0.0,1.0,False,True,False,False,2022,2,6,24,1
2331099,2331099,14-Jun-22,Michigan,Muskegon,400 block of Catawba Ave,1.0,0.0,False,True,False,False,2022,2,6,24,1
2330527,2330527,14-Jun-22,South Carolina,Greer,Werninger Ct,1.0,0.0,False,False,True,False,2022,2,6,24,1
2331269,2331269,14-Jun-22,Nevada,Las Vegas,2400 S Las Vegas Blvd,0.0,2.0,False,False,True,False,2022,2,6,24,1
2330659,2330659,14-Jun-22,Maryland,Capitol Heights,Walker Mill Rd and Addison Rd S,0.0,1.0,False,True,False,False,2022,2,6,24,1
2330691,2330691,14-Jun-22,Illinois,Chicago,W 56th St and S Pulaski Rd,0.0,1.0,False,False,True,False,2022,2,6,24,1
2331387,2331387,14-Jun-22,Illinois,Chicago,2200 Block of N Harlem Ave,0.0,2.0,False,False,True,False,2022,2,6,24,1
2330583,2330583,14-Jun-22,Oklahoma,Tulsa,1111 E 60th St,0.0,1.0,False,True,False,False,2022,2,6,24,1
2332477,2332477,14-Jun-22,Wisconsin,Sparta (Angelo),False,0.0,1.0,False,False,True,False,2022,2,6,24,1
2330063,2330063,14-Jun-22,Texas,Houston,1221 Redford St,0.0,3.0,False,True,False,False,2022,2,6,24,1
2331807,2331807,14-Jun-22,Pennsylvania,Dauphin,100 block of Elizabeth Ave,0.0,1.0,False,True,True,False,2022,2,6,24,1
1954727,1954727,14-Mar-21,Mississippi,Batesville,699 MS-6,0.0,1.0,False,True,False,False,2021,1,3,10,6
1953957,1953957,14-Mar-21,Louisiana,Alexandria,600 block of Bennett St,0.0,2.0,False,True,False,False,2021,1,3,10,6
1953062,1953062,14-Mar-21,New Hampshire,Epping,103 Mast Rd,0.0,2.0,False,False,True,False,2021,1,3,10,6
1952625,1952625,14-Mar-21,Georgia,Reidsville,Rabun Ave,1.0,2.0,False,False,True,False,2021,1,3,10,6
1952662,1952662,14-Mar-21,Illinois,Chicago,2600 block of E 77th St,0.0,4.0,False,True,True,True,2021,1,3,10,6
1954745,1954745,14-Mar-21,Pennsylvania,Conneautville,12714 Dicksonburg Rd,0.0,1.0,False,False,True,False,2021,1,3,10,6
1952877,1952877,14-Mar-21,New York,Bronx,I-87 and E 161st St,0.0,2.0,False,False,True,False,2021,1,3,10,6
1953532,1953532,14-Mar-21,North Carolina,Williamston,100 block of Marshall Ave,1.0,0.0,False,True,False,False,2021,1,3,10,6
1952698,1952698,14-Mar-21,North Carolina,Durham,900 block of E Main St,0.0,1.0,False,True,True,False,2021,1,3,10,6
1952867,1952867,14-Mar-21,Illinois,Pana,2375 E 200 North Rd,0.0,1.0,False,True,False,False,2021,1,3,10,6
1953492,1953492,14-Mar-21,North Carolina,Arden,301 Long Shoals Rd,0.0,1.0,False,True,False,False,2021,1,3,10,6
1953202,1953202,14-Mar-21,Florida,Tampa,10101 US-92,0.0,4.0,False,False,True,True,2021,1,3,10,6
2030285,2030285,14-Mar-21,New Jersey,Paterson,20th Ave and Jackson St,0.0,1.0,False,False,True,False,2021,1,3,10,6
1954027,1954027,14-Mar-21,Montana,Power,Hevorn Rd,0.0,1.0,True,False,True,False,2021,1,3,10,6
1953511,1953511,14-Mar-21,Tennessee,Memphis,Monroe Ave and Riverside Dr,0.0,1.0,False,True,True,False,2021,1,3,10,6
1952281,1952281,14-Mar-21,Illinois,Chicago,6798 block of S South Chicago Ave,2.0,13.0,False,False,False,True,2021,1,3,10,6
1953327,1953327,14-Mar-21,California,Los Angeles,3300 block of Manitou Ave,0.0,1.0,False,True,False,False,2021,1,3,10,6
1954297,1954297,14-Mar-21,Georgia,Statesboro,100 Woodland Dr,0.0,1.0,False,True,False,False,2021,1,3,10,6
2258618,2258618,14-Mar-22,Ohio,Youngstown,S Evanston Ave and Mahoning Ave,0.0,1.0,True,False,False,False,2022,1,3,11,0
2254381,2254381,14-Mar-22,Tennessee,Ripley,College St and Maple Ave,1.0,0.0,True,False,True,False,2022,1,3,11,0
2253203,2253203,14-Mar-22,North Carolina,Charlotte,5710 Copper Creek Ct,0.0,1.0,False,True,False,False,2022,1,3,11,0
2253822,2253822,14-Mar-22,California,Bakersfield,2701 Ming Ave,0.0,3.0,False,True,False,False,2022,1,3,11,0
2254391,2254391,14-Mar-22,Tennessee,Bradley (county),False,0.0,1.0,False,True,False,False,2022,1,3,11,0
2253728,2253728,14-Mar-22,Pennsylvania,Easton,1300 block of Washington St,2.0,0.0,False,True,False,False,2022,1,3,11,0
2253363,2253363,14-Mar-22,Minnesota,Minneapolis,1500 block of Lasalle Ave,0.0,1.0,True,False,True,False,2022,1,3,11,0
2255588,2255588,14-Mar-22,Texas,Fort Worth,Roosevelt Ave and NW 31st St,0.0,2.0,False,True,False,False,2022,1,3,11,0
2253686,2253686,14-Mar-22,New York,Brooklyn,1550 Sterling Pl,0.0,1.0,False,True,False,False,2022,1,3,11,0
2253855,2253855,14-Mar-22,Maryland,Pasadena,Whitaker Rd and Liberty Cir,1.0,1.0,False,True,False,False,2022,1,3,11,0
2253570,2253570,14-Mar-22,New Mexico,Albuquerque,13000 block of Montgomery Blvd NE,2.0,2.0,False,True,False,False,2022,1,3,11,0
2253714,2253714,14-Mar-22,Pennsylvania,Reading,1300 block of Meade St,1.0,3.0,False,True,False,True,2022,1,3,11,0
2005219,2005219,14-May-21,Kansas,Wichita,800 block of S Hydraulic Ave,0.0,1.0,False,True,False,False,2021,2,5,19,4
2010265,2010265,14-May-21,Texas,Waco,1700 Dallas Cir,1.0,0.0,False,True,True,False,2021,2,5,19,4
2005142,2005142,14-May-21,Tennessee,Chattanooga,1600 block of Greenwood Rd,0.0,1.0,False,True,False,False,2021,2,5,19,4
